index,NO_OCDE_AREA_GERAL
f11464c78f3988bb5650bad039530cc60003613e,"Ciências sociais, negócios e direito"
ec01fbbf011bcfaf7a45251a1fd4aa63b0e71215,"Ciências sociais, negócios e direito"
b5de8a551dd50ce3a5f3fb1edb92bdbc26920277,"Ciências sociais, negócios e direito"
33d29ef925a37337b5b14c3e048dede964d1f773,"Ciências sociais, negócios e direito"
e410bbab0ef2aefb5965772303656535d258d9db,"Ciências sociais, negócios e direito"
24c1aa4fe94b0e94f68cb8d6e483cd073d38a5d3,"Ciências sociais, negócios e direito"
9a57794f445f67e99fafdc28318b3f2ee5458285,"Ciências sociais, negócios e direito"
046349d180a8a3cb7739a97468de46de5cb76b4f,"Ciências sociais, negócios e direito"
c8396e77b1f7a9756c317cd6dee1e82a8f0fb93e,"Ciências sociais, negócios e direito"
6a4f01772417b49609a730d4bfe67c774b27a070,"Ciências sociais, negócios e direito"
826cc518ee660da445636ba93987e9a7ad356338,"Ciências sociais, negócios e direito"
26326c41d5e80d9e1b391c6cb69ea04e432839ba,"Ciências sociais, negócios e direito"
ececf588ac2fbc2bd6089f106a09965d9fe09fa2,"Ciências sociais, negócios e direito"
1551c62fc36753ece4e4479da3673f5ae932a2c0,"Ciências sociais, negócios e direito"
1a3382f9f317f4a698ed7eb1008ffa24e7516cdd,"Ciências sociais, negócios e direito"
37da5affaec7ca93a0449aa909d0453b07590424,"Ciências sociais, negócios e direito"
e9d1683cf4462e8e530c0726710ac7eb7d7de188,"Ciências sociais, negócios e direito"
70dcfb57d14aeeb7fb8ca5f726fa52b964b4580c,"Ciências sociais, negócios e direito"
7f9fc1f692d8d1b5913f173b97e2baa655e5f516,"Ciências sociais, negócios e direito"
891bd9dadc61c491a369139ce56af1bb56547b96,"Ciências sociais, negócios e direito"
4d868127b868ba245b6ee40f78c9263891acf5b2,"Ciências sociais, negócios e direito"
50e926ad3c8043bb7dbc62a12ec6e0eadd10a34d,"Ciências sociais, negócios e direito"
6c325271f9b86153eb6ea56708a1bef2f125b6d6,"Engenharia, produção e construção"
f0885910c601fceb60befebee6af21ccc7ad062c,"Ciências sociais, negócios e direito"
ec6267305e8a2b2cceb07031b0fcd00f6df3e41f,"Ciências sociais, negócios e direito"
4d4d413feb30ccb91a73005d7910a6e1802bbe5d,"Ciências sociais, negócios e direito"
3bf908af4f10c305744849a4510e3294b88fa2c4,"Ciências sociais, negócios e direito"
35b66f10b85cc93ba61cb01b3f1b0aa761c603bc,"Ciências sociais, negócios e direito"
da6faa898a936af5781905a1915d88ba55a6e69c,"Ciências sociais, negócios e direito"
8f4adc2305105ddf3b27b6b2aa92e38c2c5b3972,"Ciências sociais, negócios e direito"
e145ba4ee76ad1f589f37cd64b67dc2440dc4f3e,"Ciências sociais, negócios e direito"
64b738d471e954999abfd187e4a49017d7b2db0c,"Ciências sociais, negócios e direito"
ca432feffa3e1fcb88a834a0bc94525f26635c44,"Ciências sociais, negócios e direito"
67a8fe80459c4ccdd325086805c22a5b392885a7,"Ciências sociais, negócios e direito"
44930f101b65e17b408cf1f9b5033129ddfd7f9f,"Ciências sociais, negócios e direito"
bba5397a6aa2349d8c9188d9161cae4a37f40091,"Ciências sociais, negócios e direito"
4a0796c6bd56cae991b2e4bdb45885b5d6d63afe,"Ciências sociais, negócios e direito"
eb709d13b2064416ea59bdcc3bbcad88e2ac40a0,"Ciências sociais, negócios e direito"
ad141b62fdff26df55ce885f7df22616100a6bd5,"Engenharia, produção e construção"
649f34f418dd051cf331f5797ac4ab08b31f2e80,"Ciências sociais, negócios e direito"
9d47c012699c2ce1482a5c33ef595e8571e5042a,"Ciências sociais, negócios e direito"
7e03b10865ef0d64e9d24b2bb30beb2502e2719a,"Ciências sociais, negócios e direito"
b02cd4ef78bcb5fbeda9755c48f02bc581ddff82,"Engenharia, produção e construção"
abcbe84963c4a8b93e2e1a23ecadda5bd328927f,"Ciências sociais, negócios e direito"
841139df83b0a6404f1035171f21fe5835743dce,"Ciências sociais, negócios e direito"
5301acc5e90c6332717bdd4ca1f64d45a08d62a5,"Ciências sociais, negócios e direito"
7c95cfc4ab684b4653322944b53f6b2f6045db03,"Ciências sociais, negócios e direito"
ed6af2d736ff2778a8b980e245371525e92e112b,"Ciências sociais, negócios e direito"
1e908d0f53e6d9816c1cbfde79fae96d32279d51,"Ciências sociais, negócios e direito"
b5078377b8754e2065609a0e9c4368dab2e528b1,"Ciências sociais, negócios e direito"
415fab6ed418f4f2efeb80106d61841023c286fd,"Ciências sociais, negócios e direito"
7cdca5861ce48949dde94b6a0f8e09667175f939,"Ciências sociais, negócios e direito"
c8fb717a95b11f01193a1e83193b1eb6bdeeed7e,"Ciências sociais, negócios e direito"
2dd93b1ebf0ecc325b4b5a61a3a3492cabcc4201,"Ciências sociais, negócios e direito"
4bcec223fffaaac8d68e0a251573f258f8d89004,Humanidades e artes
3a5d04e33f795654456d038e9bb2f9331789a36c,"Ciências sociais, negócios e direito"
409dc2e2925f1fbd247966e400a6e0149e76d426,"Ciências sociais, negócios e direito"
1918557aee5d00b91df044616881faed4a57b24f,"Ciências sociais, negócios e direito"
3a7e8c527522fca6c8875e34173f5ee8c26a419b,Humanidades e artes
2e451da06a7b6ca7d692d70bb1c22c13aa9df87d,"Ciências sociais, negócios e direito"
201f763ce2a5ac693341d7a609700b122b7f866a,Humanidades e artes
f5ce9084427e0bf79b45e6f22b451895012b4bd9,Humanidades e artes
bb1e99cebe2aa030d483c7e4d6ef01cc143e3a43,Humanidades e artes
8d95b3a1c19088810da1dc8b23c6399a9757fdb8,"Ciências sociais, negócios e direito"
8fa378dacdf768f52fa096001993adc33e40b3fa,Humanidades e artes
20951596a470d7f10d1e366e451e0319a92fbccd,"Ciências sociais, negócios e direito"
336f0bbf9844c46bab30ea16d199f337054365fd,"Ciências sociais, negócios e direito"
c5011ac8bee2b6da3f53cb7facbece8c5dede9ba,"Ciências sociais, negócios e direito"
738ea364aef32437c5f19e026f0c79d9fba55677,Humanidades e artes
bdde330240e7db2cb9c34c9ce3fc41435e40bee5,Humanidades e artes
2774f9af6d9327fb252c3ea508e969e54bad28c9,"Ciências sociais, negócios e direito"
d708f022ce1684184b26ed8da80217074d98ee18,Humanidades e artes
ca662af60d69a827f6a1eff7442601de30e336b2,"Ciências sociais, negócios e direito"
a097be9b9218f831e1b83d0f8a41d71b92a76e61,"Ciências sociais, negócios e direito"
0d65f538ecd67b96510b1b789186772a041e622c,"Ciências sociais, negócios e direito"
362e88f051e5e15af4baea5a0d280231f99d5f9f,"Ciências sociais, negócios e direito"
bb977d0de6ccab7113732fb95338ce79be381972,Humanidades e artes
e82137cfad7256d61c23d61c866b06528bb9bb40,"Ciências sociais, negócios e direito"
0adb9c351002d1a3a06374dc49802dc55f728c66,Humanidades e artes
c292717cdae4cbe2ed3537fcbbcd132ede074006,Humanidades e artes
e7005a2754695002e0f4fe76823efe68b9889fed,Humanidades e artes
279d1feb39fd413f076d5bf7b1adf66d2c069836,Humanidades e artes
3348c9eae266ae6e58139d8a710567055d384977,"Ciências sociais, negócios e direito"
bd880cf7501ad4dddef831750c9ae7a266a6f58a,Humanidades e artes
72d5aac4833dc1cd97dc89003288affe631b3fd3,"Ciências sociais, negócios e direito"
0af3f8c694ac675b55a24283f6a924c8fefb0f55,Humanidades e artes
03355de3d3d121e8360798f80fae45eb7d642dd9,Humanidades e artes
a49c32d6c6036641b1fbb48f74f6bcc43a79ad5e,"Ciências sociais, negócios e direito"
037d1362746ac1a117f00fc1339daa3a039cfb6a,"Ciências sociais, negócios e direito"
4811827dc08f350250a2077f61f64348e7c83c6a,"Ciências sociais, negócios e direito"
41d1784bc1dff735741b1856e389e245816222b1,"Ciências sociais, negócios e direito"
394b4e363caaa89522e0bd9ab09d765c6bfca44b,Humanidades e artes
8178320e947b4695fde37c4351edb53c450ae7ca,"Ciências sociais, negócios e direito"
6c3a28390272d68da4c15a19148127530c7a8aaf,Humanidades e artes
eec83979abd06905aff7595ddfcb138589fbda23,Humanidades e artes
9d4de037f2af25e76162cb70f24de9e6187c8c61,Humanidades e artes
84b53a21d89aea4df4bb6aecbb0fb58aec975951,Humanidades e artes
79437a9b496f00cc33bacd678064ee06776ffa7f,Humanidades e artes
c49ab61a9d90a878aaa7e75e095a8ab7852d82c4,"Ciências sociais, negócios e direito"
e8a9db978439e86f24d7c0f198507cdd5e9db85a,Humanidades e artes
a99ce85686b7e74d911eadd2ac73856407dfa108,Educação
8dd5f4c46b45cadb9812428d3f980c0ada089a6f,Educação
20447a1a9d2b1195968765703eec45027ac58972,Educação
eb1d205621c4409d37970d4851815821068e163e,Educação
33faf5d84833b15850f5ed23213c295a5b56c607,Educação
74ec99243c7c682d1ed265f4d63510ea973a32db,Educação
2ec538927f940da7f08dbc3ea3ebdc067e673f1d,Educação
08d98cef56b2bbb7224028490e4d6029e7f1378e,Educação
9f00eed4c2ec99d5561a52149a219151b85d239c,Educação
08d8fe13bc0642b66b316253bb2d54e8de9e5e51,Educação
ccd534c0ec803064614dd778094bf6214bef0b6d,Educação
73a87e84f728d09aa7220a6001ad9cade1757db8,Educação
5ff8fcf00539f1e17a0a313581cfce22d22ab7a3,Educação
d4cfb8d6566776895d4b209b44239755952754c0,Educação
3c438ed602d43330979898f07da744baeb3602d5,Educação
20865fdf9edcbf4dabff88a407cf9a3de4860321,Educação
14ecbc5f0d7cf36fe5a046b1d52962ba6521a831,Educação
602c66f53aa98b16cf5e2c6d0db0d446969d0fdc,Educação
23ab04f2bc59a150fbf83894010b2fbb16ff4ba2,Educação
5943af7036e02815511198e966235b8731d82fa6,Educação
0f6096c1f9c6693448d89396f0f8ffc96687c178,Educação
ae067a2e71a61cea27d4c7719ec98a9f09e2f800,Educação
d07759916a2b19a53a36fe74e2f2b9ec03e3c76f,Educação
192ba7f5907ca2f2a4945e689f37daa4d6b1272c,Educação
66a89fa8027ea0b3834121613242d873a2c10cd3,Educação
ed4cf0852b8b3eec24333b368151a7e11758550b,Educação
e0e4919c902da93914c981579494daf0e83db0f6,Educação
57b0e208f729300afc9be27ec4af4003f0a0e490,Educação
61607d5a583f3128d5064999c857f9720e04b3c0,Educação
787a4221035e1e699cfbba9ca7ebd6f7fcccae07,Educação
971f333064babedd10352244264e6dde72dd16ce,Educação
de6f2e1898dad4a7d25bc7b22a22dbbda028d8e0,Educação
8e5717b09d7465ef2487d0745bd3559fa677776f,Educação
c3f59adb93452db6ebfd7dc26a8b99305adab43b,Educação
6945d541dd3a91829e6b1fd1ab7b02b17dd3df9b,Educação
7a74405bf0450b19e18f7ecbc51c707c82fe029c,Educação
1e02d3531dcf4b8cbd45266bedf3828e8b8b018a,Educação
1e0388f4a0bb7f09bb95b1215d1567add6eadef6,Educação
69236aaaa1086dc5decccc616571cc28032091d6,Educação
3a19d8564faa4f13b69daf7b15258768ea45b5ac,"Ciências sociais, negócios e direito"
162eaedbda52cdc7800b589cae2f3aa101efbfce,Humanidades e artes
3a89ee540fc84a23a509ac5fede47a7ea1580ca1,Educação
6b3004c74cae49bf335eb297737a4df89fbc2cdb,Educação
9c1374934a9bbc285378aac1dad8cafb2d6edbed,Educação
2edd8258683a174db8ffec11333b3606512b1c4d,Educação
a656f7b04f556ebe8d85d07d3ad0fab88bbbf828,Educação
5488bc1246d6488b856c1320e9b24bbd56b1d59b,Educação
74b730ba74bb23c3f0294a0696080e5319b1f3b8,Educação
016b7e721fa4987ccdcd0756ab07f8275fa4976c,Educação
567e6695c7bb42c934c49015dbe5ae2ab88b263d,Educação
d84f279a8ddfa0ae9c1e1d5df1bd02b28e21e3d1,Educação
c70c4df24e5a64d39745eabe879fad7cf6cbb1f2,Educação
14e8dcf774728bea3a4ebeffd4faab237eefb49d,Educação
98ae795f7fe2151b2599992168d977b567e37b8b,Educação
e1ecf2bce5616dfe2e32078c7c45c1af86243b2b,Educação
ed31f8b3077dd2ad637af1fdda2860445948fd45,Educação
a072d06628844598d765952f24a0c13267d06354,Educação
7c0ad9f89e7d4a0730a4d5bbfd148183acfe8932,Educação
9e0d35d2d0ae068e2d76668fdcb5608d2303ae88,Educação
4ddb42f14db085885502d3a4f619dbe99938a7cd,Educação
0c17c99ebba9d7e0f3ae213c63b8cccba27041b0,Educação
f6f8d978b54c808f2bb94ceb3145716b1169722a,Educação
30b8a19d041833a4fa4e39d7c8b1beec29d69b09,Educação
2916137a1c6a5fcda5dc9438af3e068772d81f95,Educação
879700b7873ac392b19e1c01361aa0c4583cdae2,Educação
bf1ef2a3f510099ee281ef895ed374d7582de4f5,Educação
97fbf308851b26111d0612c69d85038286090a38,Educação
c4168837f24b6ae587990b9e1fda0b301f74153b,Educação
331bbf517d66ffc9da1cf56d31b6bd091f23da7a,Educação
ae70b73d56f43ba423f4b276479536cef54d2673,Educação
322f1cdde05d0ca1a606a7097810d5dac57fe449,Educação
a83b3df15895a571f77588ac231118117b2331f8,Educação
c252b9c02d0b9025c33d618ad51ffb9b0c19f96b,Educação
27a75df75707265aa492027a818b685fc2eeeb66,Educação
0a9fbe987eff35129bf9f3125ae1c260cd04c665,Educação
61a7273b03093deb5b0928da2b6fdd69824569c7,Educação
e18aad767433c05becfb2d1f53247df99f95fa62,Educação
380ba463b30634ac08f9e508bd09976bef9ad6f6,Educação
5802db020d3ab383ab2db3b2030ee6928530a90d,Educação
b4e9c52b64aef670e90e1f0fc67833c9b6c83026,Educação
e021430ff388c18ad3615286a27fa7b1055d60f9,Educação
9f75b9d3b09f2e80acddc5bbea7f8e9cbf3ed9d7,Educação
93ea34da0649072466f2787a7657076762b88a90,Educação
1ab484e47a853d098032e4867a4d7b379a3826f3,Educação
2c7b94984ac0d7ea91332837c5e53c1ffeb00261,Educação
e85796bd2d71e50b3a2091d6a4c3294e1a5a9d49,Educação
c3ea2ee5687cb22770dd728dc2dc8c4cd664ceb1,Educação
502c0d7d984c18e1e784ce0d8968c0881cac8a39,Educação
a51358da4958d5269e247f85c36652269ef9dff7,Educação
947371091d46add93478abdd7937ef42398d62bb,Educação
531f4ecc1146307538132c99b41e2e0dc57da1dc,Educação
770008505e52aabc46c3df7cce3a45cf91e0a244,Educação
b28527a872d534d1ac134edb7e8f90b20dd6e660,Educação
2d31e9d029f51742725c78dc63054181ca3c3648,Educação
f0e2df3446651d8916437b5d6c40ffc035516404,Educação
7bb2f812c62d6f9b257eca2f6be8ce56d972820e,Educação
14314fccfaf04c935559c7715023991f67f5f4fd,Educação
4b40e0ed1bd574bfc68f541adc6b8dc7915740ed,Educação
7178dfdc808d68ff8dfdf8a5e16ba51fc34bb1b6,Educação
b84d7b6f96d2006dce470502c2c1118b23ef4b4a,Educação
ef4c030011b30de74861c427b59f9ee99aca7b90,Educação
a46d9dcc28764151566226f905e066dcbb6515cf,Educação
54ad0d0019617dcec5401013c45241b2a5694493,Educação
0aa3909fd6339c15f35f891910d4005f16662c4c,Educação
80f888ff8b58f1f5973a6039b3d8081272a21feb,Educação
18b8c310c4efc9337347847f7ddbc3d39e988df9,Educação
a5ef4cdaaf433bbc21b567f702c250fcb69aea28,Educação
876439a2d27331937cb7127b907dc5d7349fd149,Educação
b2219fe5d5aa91d82e8fe4488ad8a18702f24e57,Educação
3d8ba685ee644cf5c109b7b776472826a200ce7d,Educação
1014787e1ee01f17a2e5511e938629a7e67239db,Educação
7e78a53632d96921de9688037afe9821729eb37c,Educação
2b8a2376d4d1cccfe0f00f5f492d356c087cae93,Educação
6fd0b6a5e20a7e6d6c82ee15982ecee33ee1da20,Educação
92304decb3603c951f92d587ab145a1c40e5d127,Educação
3289245de30f80de2da4969e52738108c9ff073a,Educação
f020a83391e74b260316f6df7f2024d1106b1128,Educação
a4942272428b518a2e8780d4a7bf09bb104e0443,Educação
1f248b94c189efcbe9d67e8b005b7305390d045b,Educação
87bf973e5fb18202486fe6db2141c11b82dc46bb,Educação
2d267c68a7a2a1a8f2d117f757a37db7ad38378e,Educação
ea1ba78869d442a202ff1179ab9c65b22bd9e44e,Educação
8bed38caf8e297b168814fb36cc35b22a27b8e42,Educação
dad4e89b1e3007e6950b1f74fe43160abacd35cf,Educação
a11cc2e5abd4259043e2a6bf42992f6846b58087,Educação
fb19856bf76ec1088d6b08e8c737e477c63678dc,Educação
ab3317df7acb5cbc7330e10b5cd4ce4cac21de51,Educação
8696cbf034ea2694c3aab1131f26368abd724df4,Educação
637c496ad4affd421e3e6f576cd061732092b21f,Educação
3f6c245c89ccfbc76d13c324d0bb35008bec2e56,Educação
9ebcb7b48e62b775c2a89f6c0d46ee99c31d60eb,Educação
a05e4ae1b598814d582ae032e26aec985aab0f15,Educação
82b1d4e4072e3644316fdcb217f30115d54a49c1,Educação
320e574397578ec816b491edaa7600a026192a0a,Educação
e073e863dc3984237bea9e2d3dc25e99553e4da5,Educação
da4509543e9018a3350dd1f441a9d8b47e7ec200,Educação
9754ce37f0a97a27ec282b6a72806ffd4173e751,"Ciências sociais, negócios e direito"
7a00f0c0e1c43af56cd5b2be0070d8e554514096,"Ciências sociais, negócios e direito"
102c840b59e95a72e5ec4658be8708c9be844bf9,"Ciências sociais, negócios e direito"
b49ebd1207e82e02faf383dc7daca5b972704a2f,"Ciências sociais, negócios e direito"
bea2da36fd8e1b6316812e5e3069c1361c467b91,"Ciências sociais, negócios e direito"
168466337b834e5c5b9630b57686eecc634ecbd2,Saúde e bem estar social
0ab9e585c0862214fda8dd4f5467a2475b6e8623,"Ciências sociais, negócios e direito"
e613b64e659a64a5fd08f7be26b2c2fb4bcf1a19,Saúde e bem estar social
627b097dc1298ec6cef6f38a034c9880c851aa64,"Ciências sociais, negócios e direito"
7b84d93a4e9d3fc082e3e38a3115d6554201a9d3,"Ciências sociais, negócios e direito"
75f6b97a46d0037c5685fa1c4f69279dc38f853e,"Ciências sociais, negócios e direito"
368f5f0aa32aff0cff819e656302cf4949e8045a,"Ciências sociais, negócios e direito"
415e943420c37882bd2b1015aaa68f365853576c,"Ciências sociais, negócios e direito"
e8c819d5682c8715ba3275feb902c441dc4fadd3,"Ciências sociais, negócios e direito"
b246436f747fbfeec8c62f96a985e6ccc18d8a6c,"Ciências sociais, negócios e direito"
eb4097e52407ced652a8c7a1f4f4776dd5f61533,"Ciências sociais, negócios e direito"
984044f8f69deab28ce893316271e690e4c7d31f,"Ciências sociais, negócios e direito"
5b68b936c1e57146b009d4ac35b30e0024dfffbb,"Ciências sociais, negócios e direito"
a2a8e989d9b24c3cefab955f0787d76d1f9da42c,"Ciências sociais, negócios e direito"
a79801cd7fe038c22b1f1632b1336815b904d4db,"Ciências sociais, negócios e direito"
c227df9559abf0ec220bfa2e21ef97b0c09b7132,"Ciências sociais, negócios e direito"
25f278ee2d24cd3062be1dd2b15bd5ea7c4ebe38,"Ciências sociais, negócios e direito"
9006699f0a3501a7aeef90aaf771718aade715ff,"Ciências sociais, negócios e direito"
ed5e19365b15fd886958954cad2b3d2a691f9e43,"Ciências sociais, negócios e direito"
ca276586a84b79193055a3740e6b9387d206bc0a,"Ciências sociais, negócios e direito"
4888c040562d96bb7318cdd0d83d8b8f3da87d85,"Ciências sociais, negócios e direito"
62a3f1da33c353cc97aebfb3d4d04130858d5c37,"Ciências sociais, negócios e direito"
0a352c729c7fd5fbc9a470d06a0710cd8520cb53,"Ciências sociais, negócios e direito"
125d9157d445937798bad1c7f2eb18e3711d7af1,"Ciências sociais, negócios e direito"
4d9b880ef2323f71a98094b0e306134459a9244b,"Ciências sociais, negócios e direito"
a022ab137d39f06df669c33a33605ae9db0e6f02,"Ciências sociais, negócios e direito"
900dc4674a86d9d2968675e239d2400129e5ece0,"Ciências sociais, negócios e direito"
48537b9c6744a2b2c566d7a73f2ef42bb9e69884,"Ciências sociais, negócios e direito"
760037570abeeb735062d75a33dbef0eaa5981b3,"Ciências sociais, negócios e direito"
e29824bdade18b5d22778131ef1f2e9ddd1009b9,"Ciências sociais, negócios e direito"
4e53c4d38dd20b1ba870cc9243f8aab2432a5380,"Ciências sociais, negócios e direito"
ac5232e457daa3d48ce9a975fc9672bf76e5243f,"Ciências sociais, negócios e direito"
13d947b7d9c9d4547790a9274c321befb0f8922b,"Ciências sociais, negócios e direito"
f24de1aed67a0ac72f2626643e7c9f12578ecda2,"Ciências sociais, negócios e direito"
89221090524cdb5b47e420eb409cf2d112347afe,"Ciências sociais, negócios e direito"
5ecbaefbb4863742716e83b6666c7ff9b5c8a137,"Ciências sociais, negócios e direito"
1276839f5942efdf1f4660f9350c2a5a1bbe566e,"Ciências sociais, negócios e direito"
33bbc50049484e3634ba6787e789f3de6ac4dec8,"Ciências sociais, negócios e direito"
66301ee2e20338961b35408afd89d643a87ba216,"Ciências sociais, negócios e direito"
ee8b55656cf167963af176a56dfb18ca71c3d3ed,"Ciências sociais, negócios e direito"
6b359bb860e378aace65c81e870f4b3a01119061,"Ciências sociais, negócios e direito"
9ad4495b0bbc55180127f80adfa6a2937402a8fc,"Ciências sociais, negócios e direito"
1f4b174ce73dba505f9d98ef9812649e8aa2b423,"Ciências sociais, negócios e direito"
23439b07757d5ea34167c4c7198ce8020eb5317e,"Ciências sociais, negócios e direito"
be58cb92ca3af7c52eb1ddf3df001ba6c5f69edd,"Ciências sociais, negócios e direito"
1f4372d624422f6d7967c51dea48a711cc4b35ac,"Ciências sociais, negócios e direito"
f49de8904f4ce45893b21e52e7211053b64200d2,"Ciências sociais, negócios e direito"
9af98f476b273d6b99f0be7cef55bba53de9f2f9,"Ciências sociais, negócios e direito"
117ceb48cb0f16a3a0427bbdb403b4ee6d9c6392,"Ciências sociais, negócios e direito"
80376873921fda578c4ec63e2d51c3030b7106f5,"Ciências sociais, negócios e direito"
82e45733b903a0f69a6708316e4a0953be4a75af,"Ciências sociais, negócios e direito"
01f31e5f43727e53760ccca71bfb6add9ede0821,"Ciências sociais, negócios e direito"
46c29171027a24ebd1786b61a79a8d1a830d23e6,"Ciências sociais, negócios e direito"
265da05fc378ba03efa4fc957600da6411d1beaa,"Ciências sociais, negócios e direito"
4c2ec1f8b7ef4a18d7f828bab6a7f6bd54b7ba0d,"Ciências sociais, negócios e direito"
d724c428365b244a5eea5e466c98a691a50d671f,"Ciências sociais, negócios e direito"
9ad07a9ec39591a9d48304adcdc040a9fe051b59,"Ciências sociais, negócios e direito"
f2c55f0639c504f5478303011d02ff488d24093d,"Ciências sociais, negócios e direito"
d6a670ba5885a532df507ddadf8ba9b45c9e4952,"Ciências sociais, negócios e direito"
5e7833ecdd8ab59131307558c48a6e6418a21d85,"Ciências sociais, negócios e direito"
78260497ee617bb5e9c11adfbd936848c7d79b06,"Ciências sociais, negócios e direito"
94a1cb83e68a44b94580d0a690939ddd841b9e23,"Ciências sociais, negócios e direito"
ddd02609942806ad6cf2dd45c98158beea49fd65,"Ciências sociais, negócios e direito"
c56d4dd680fe6fe2f480447e14e794d9050334d3,"Ciências sociais, negócios e direito"
b56550b1eee3608451d75ec48098b04dc9b9233e,"Ciências sociais, negócios e direito"
271cfeda4358ab15cee50f904c73aaf4ab65a7f7,"Ciências sociais, negócios e direito"
edb7cb60a2635071821a2a2aff9807766bc2b251,"Ciências sociais, negócios e direito"
2e20e3eafb17582ef60e7a9306a8a9b6491cef5e,"Ciências sociais, negócios e direito"
d20ad376574871fdda736704a8622c9d22a8f75a,"Ciências sociais, negócios e direito"
0214391d1fcac6fe13810c74ae19d90eb3cbeaa9,"Ciências sociais, negócios e direito"
cb6ac57c935b5583fc82348a125256a254fdf034,"Ciências sociais, negócios e direito"
5e145a5f3a255ddf2c23177f456f7eb1fdf7a848,"Ciências sociais, negócios e direito"
e663d9437f430d7c3c596f89fa293a9ccbed34ad,"Ciências sociais, negócios e direito"
ec583f37b9aff83f3fb0e682fb6f2baa09567ae8,"Ciências sociais, negócios e direito"
1ef02d44ae164c864dc4cbbcf12f0e8334d1fc08,"Ciências sociais, negócios e direito"
0da56746956abdda5fc1d73097ae1ec600423441,"Ciências sociais, negócios e direito"
26bb1584deea33c455df1cc09ca49e0de8f7ab7f,"Ciências sociais, negócios e direito"
c95006c749feccd296dfc368a7e86566bd361469,"Ciências sociais, negócios e direito"
68daa5af448255c1a6b8b124fd575103d4a33899,"Ciências sociais, negócios e direito"
f6954d8721f999cda6004cadf0b5ff7458987fce,"Ciências sociais, negócios e direito"
5ca64cb4d68b65799011fd53a79a0fe605fe139b,"Ciências sociais, negócios e direito"
26317c1f874c27f1d8fb49ad3f4c67cb36e90efa,"Engenharia, produção e construção"
08dd839ad0eacbf2908474ade0bcdce1352cd669,"Ciências sociais, negócios e direito"
6289353d390c52b248fa8c5a3ffed87316a2ffb7,"Ciências sociais, negócios e direito"
c3f3a56a8205b087a7b54554b02e124cf49e85e9,"Ciências sociais, negócios e direito"
9cb17f7ab8633230be598ff210447b99017223a1,"Ciências sociais, negócios e direito"
56adcd7579c2a3713ac899aa3d7b9c6e6a6559ff,"Ciências sociais, negócios e direito"
5da8974e792f6e1b427c8612bd457729819dbc9a,"Ciências sociais, negócios e direito"
3ca9c8d695ee251766fdd192be60028fca78659f,"Ciências sociais, negócios e direito"
bc8627c4c09d9fef5896c017b3e005ff653eba44,"Ciências sociais, negócios e direito"
e003d9fa2db4b831f50a832de2bb8de27968e3df,"Ciências sociais, negócios e direito"
acc33e5b74e22ab0bd1a3f09339fadec585cc03c,"Ciências sociais, negócios e direito"
ac7fc5a1877df7bfbe7dd9646663b2370e5bc059,"Ciências sociais, negócios e direito"
14378b20df0165225ceac54333946a653d326f11,"Ciências sociais, negócios e direito"
86d7c5cf0ac5c0f1414730ffae9cdb310c0d15d5,"Ciências sociais, negócios e direito"
9a8731eadd129ae1466d1884f1afeed3d2e7a27d,"Ciências sociais, negócios e direito"
c8b65038b18995ba5a9b17496f7f784ff37e34ef,"Ciências sociais, negócios e direito"
62b5d01b0ebbf1c3e6c7aa2cb59771feb9af9cea,"Ciências sociais, negócios e direito"
6e692decebd2828795266da5f7ddc39ea0a5a187,"Ciências sociais, negócios e direito"
a0628f9a4ed3709c31a3c0ddce1f392885f232d5,"Ciências sociais, negócios e direito"
08a1e3ec6291fd7dfa3b9cc8d6ccff91f74280b7,"Ciências sociais, negócios e direito"
1021b79de1f02b649cff396f8d799d0996edf894,"Engenharia, produção e construção"
4c36f8a31ecc7746ec34f3db8e71c46503ba8759,"Engenharia, produção e construção"
befca77b40061c249ac030538db0ce3340c1b875,"Engenharia, produção e construção"
07f2d9607fade64d6ee162ee8bb74268783bc0be,"Engenharia, produção e construção"
fced29266736b24be10b7727f4b82726410ed8fd,"Engenharia, produção e construção"
07c5e6841823c419f0f276ec8ac44f33173f8582,"Engenharia, produção e construção"
064a93cfa5fd19c2346bee34ceb9521ba515f3af,Agricultura e veterinária
b7882d82547316003649252d00b09986b239f2f0,"Engenharia, produção e construção"
c5c21effc2756350b16f4bd1fbafd4dc8b00cd89,"Engenharia, produção e construção"
34904c13ff07490e29b1288ff0e7fc3f6f7c554d,Agricultura e veterinária
abaffd55eb19d592cb5febedd8338c9d43654217,"Engenharia, produção e construção"
570d40b6697cebb7052c852f138119a98938c7c1,"Engenharia, produção e construção"
0597d96a1bd7cbbe9bd15847296df9dc27d0d6fc,"Engenharia, produção e construção"
41d9fe1c6b61026c40b627ffab295dfccc30483a,"Engenharia, produção e construção"
62ce7543f4506370fe2c342bae4fb82c22dbe9b5,"Engenharia, produção e construção"
7f4ffe1928d5c9bad51127fd2a51d884e499b217,"Engenharia, produção e construção"
62797ad62804544b2decac47ad4cf3f09606f852,"Engenharia, produção e construção"
9dc35475eb9b511427c67d4f8893b713d466d520,"Engenharia, produção e construção"
6d5c6c1b1dd6b865227f71c34e6cf59fe0ae543b,"Engenharia, produção e construção"
a05a2225745ce2f160e301919976b4748ab592ef,"Engenharia, produção e construção"
